,Label,Serving Size,Calories,Fat,Cholesterol,Sodium,Carbs,Protein
4258,CrispyChickenSalad,1each,795,47.3,125.2,1505,39.9,37.7
4259,BBQGlazedRoastChicken,1each,772,40.9,240.4,2683.4,45.1,55.8
4260,BBQChickenSalad,1each,454,9.5,48,1250.8,50.1,29.1
4261,ItalianChefSalad,1each,392,21.7,82.8,1222.3,22.4,29.2
4262,SpicySesameNoodles,6oz,319,2.8,0,551.9,60.3,11.6
4263,SteamedBroccoli,4oz,76,3.9,10.1,248.5,8.2,4.7
4264,BeefNoodleSoup,12oz,218,4,22.7,204.7,28,15.2
4265,Chicken&ToastedBarleySoup,12oz,223,4.5,37.3,592.9,29.7,16.1
4266,CubanStyleBlackBeanSoup,12oz,388,2.4,0,717.5,71.4,22.5
4267,SearedChickenBreast&OvenDriedTomatoes&Artichoke,6oz,327,10.1,96.6,444.4,21.3,38.8
4268,PastaFagioliSoup,12oz,237,3,1.9,1034,41.1,11.6
4269,RoastedSweetPotato&CornSoup,12oz,136,1.7,0,344.6,29,1.9
4270,SteamedSpinach,4oz,60,4.4,10.1,284.7,3.7,3
4271,ChickenGumbo,12oz,164,5.6,46.4,494.5,12.3,15
4272,BrownRoux,1oz,149,11.1,30.4,0,10.4,1.4
4273,TortelliniShrimp&SpinachSoup,12oz,274,12.8,64.8,494.5,26.3,13.8
4274,EggDropSoupwithSpinach&Mushroom,6oz,84,2.7,77.2,454.9,10,6.3
4275,CedarPlankSteelheadTrout,4oz,211,11.2,72.2,81.8,3.2,25
4276,JamaicanBeans&Rice,8oz,512,24.8,0,1014.2,62.8,13
4277,GrilledCaribbeanChickenWrap,1each,552,32.3,189.8,760.5,20.5,42.6
4278,MarinatedGingerPorkLoin,6oz,261,10.3,95.7,633.5,1.8,38.3
4279,OvenDriedTomato,2oz,16,0.7,0,54,2.4,0.5
4280,ChickenTortillaSoup,12oz,161,4.3,36.7,533.2,14.5,15.6
4281,ChickenSoupwithToastedBarley,12oz,166,5.3,45.8,281.5,14.6,14.7
4282,ShrimpFraDiavolowithPasta,10oz,380,17.7,84.8,1393.2,36.6,19.1
4283,OvenDriedTomatoes,4oz,34,2.1,0,47.2,3.7,0.8
4284,OvenDriedTomatoSoup,12oz,115,9.4,14.9,198.9,5.6,2.2
4285,ShrimpwithPasta,10oz,546,17.9,147.4,1126.7,72.9,35.1
4286,CaliforniaTurkeyClubonRye,1each,653,43.6,142.4,1875.7,22.7,44.9
4287,CrispyChickenonSundriedTomatoRoll,1each,476,14.3,69.2,829.6,44.5,31.1
4288,PepperSteakWrap,1each,699,33.9,106.3,1290.6,50.4,47.3
4289,ChickenTenderWrap,1each,1108,66.7,141.3,2074.1,59.8,46.9
4290,ThaiChickenWrap,1each,378,9,96.4,437.9,31.7,40.5
4291,CaliforniaTurkeyWrap,1each,844,50.7,113.9,2461.7,52.2,45.8
4292,GrilledVegetableWrap,1each,520,25,18.1,884.2,58.2,15.7
4293,Bacon&CornChowder,12oz,172,5,12.8,432.5,15,5.6
4294,FireRoastedCornSoup,12oz,174,8.3,11.9,599.9,20.5,5.7
4295,Cheddar&AleSoup,12oz,296,16.2,49.1,590.9,20.2,12.4
4296,TurkeyPaniniwithBacon&Cheddar,1each,685,33.1,112.6,1869.5,57.7,42.1
4297,TurkeyArtichokeGrilledPanini,1each,477,13.4,70.9,1627.7,59,28.5
4298,ChickenClubPaniniwithBacon&Dijon,1each,803,27.8,115.5,1767.5,73.2,50.9
4299,GrilledPaniniFrontegaChicken,1each,806,25.2,243.4,918.8,51,90.5
4300,TomatoMozzarellaGrilledPaniniwithPesto,1each,630,42.4,104.7,610.1,29.2,27.4
4301,TurkeyClubPanini,1each,584,24.7,68.7,1528.4,59.2,31.5
4302,Turkey&ArtichokeGrilledPanini,1each,523,13.7,90.4,1927.4,62.6,40.8
4303,GrilledChickenClubPanini,1each,689,29.4,117.7,1216.2,58.4,47.9
4304,SteamedBroccoli&Carrots,4oz,77,2.8,0,293.8,12.5,2.4
4305,SteamedCauliflower,4oz,38,2.6,0,105.3,2.8,2.2
4306,CodProvencal,2each,319,6,116.2,1329.5,17.2,47.8
4307,CheeseRavioliwithTomatoBasilCream,7oz,684,35.7,166.7,1077.7,63.8,27.5
4308,GrilledHamSteak,1oz,452,10.6,74,1860.6,63.6,24.6
4309,WesternOmeletwithHam,1each,278,15.1,476.6,1180.9,4.9,31.7
4310,ItalianPasta,8oz,885,34.3,60.8,1182.9,105.3,34.5
4311,StuffedShells,3each,365,12.8,43.1,1274.4,38.8,22.9
4312,MediterraneanSalad,1each,223,14.3,25.2,959.9,20,8
4313,BBQPulledChickenSandwich,1each,501,16,121.5,1299.5,40.5,46.8
4314,ItalianonCiabatta,1each,609,26.3,102.4,2506.7,48.7,44.5
4315,Turkey&SwissonFicelle,1each,214,10.3,79.2,607.2,6.4,26.7
4316,GrilledChickenonaFicelle,1each,392,27.5,63.3,801.3,8.2,27.6
4317,PizzaSauce,8oz,24,0.8,0,456.3,3.4,0.9
4318,CheesePizza,1slice,251,7.3,24.2,460.6,29.4,15.1
4319,WholeWheatCheesePizza,3each,666,41.3,163.3,1921.6,9.6,62.6
4320,ChicagoStyleHotDogs,2each,832,44.7,69.1,2431.5,84.2,25.2
4321,TexasBBQBeefSandwich,1each,845,36.6,114.2,1215.2,72.3,53.4
4322,ThaiGingerSoyBeefSteakSandwich,1each,119,0,0,10902,0,23.7
4323,FristBBQSauce,2oz,38,0.7,1.3,235.7,7.3,1.2
4324,LargeChickenQuesadilla,1each,743,45.9,105.1,1323.4,42.7,39.9
4325,ChicagoStyleHotDogs,2each,744,49.8,92.1,1810.7,49.5,26.5
4326,BBQBeefSandwich,1each,330,14,86.8,457.8,11.4,37
4327,ThaiGingerSoyBeefSteak,1each,704,19.2,91.5,857.4,89.9,39.1
4328,PersonalSizeCheesePizza,CheesePizzaNutritionFactsServing,423,9.8,24.2,668.8,59,21.3
4329,OrangeGlazedChickenWrap,1each,429,15.9,60,945.2,39.3,30.3
4330,SouthwestTacoBurger,1each,581,37.4,117.3,1478.2,26.4,32.5
4331,CodSandwich,1each,256,0.8,53,359.5,34.9,26.9
4332,GrilledChickenwithPepperedHamonFoccacia,1each,125,6.8,37.6,528.1,3.5,11.3
4333,ChickenKebobs,1each,736,60.5,96.4,1791.3,11.9,37.1
4334,CampfireDogs,2each,1001,52.3,109.9,2695.3,94.7,39.7
4335,OrangeLimeChickenSalad,1each,1089,52.6,255.7,1251.7,99.7,54.5
4336,AntipastoFocacciaSandwich,1each,661,40.3,94.8,2344.7,38.1,36.8
4337,CajunTurkeySandwich,1each,489,24.9,135.6,1561.2,26.3,43.3
4338,GeneralTsoChickenTenderWrap,1each,389,9.2,5,1015,68.1,8.5
4339,HotRoastBeefSandwich,1each,504,23,101.9,1197,23.5,46
4340,ChixSaladWrap,1each,1087,65.8,189.9,1320,57.7,62.3
4341,SteakhouseSalad,1each,370,18.1,56.3,1894.5,18.7,28.7
4342,BlackTea&PearMarinatedGrilledChicken,1each,415,9.2,104.3,953.5,39.9,41.3
4343,Bacon&CheeseHotDog,2each,595,35,83.1,1800.7,46.5,24.6
4344,HamburgerStroganoff,1each,743,49.4,160.1,371.7,28.9,44
4345,AppleCurryTunaMeltonRyeBread,1each,347,18.7,51.4,743,22.4,22.7
4346,Fish&Chips,1svg,548,16.8,219.9,629.5,30.4,61.1
4347,BeerBatter,1oz,43,0.3,9,91.4,7.7,1.2
4348,Fish&Chips,1svg,405,18.8,60.8,703,35,24.6
4349,Fish&Chips,1svg,567,18.1,106,1041.2,50,49.4
4350,MemphisStylePorkBBQ,4oz,421,18.9,168.1,929.3,8.8,50.8
4351,CajunSpiceBlend,1oz,31,0.7,0,1919.5,5.7,1.4
4352,CornFritters,4oz,384,21,55.7,408.3,44.9,7.2
4353,PizziolaStuffedMozzarellaBurger,1each,655,40.6,136.9,941,27.8,42.8
4354,TijuanaSunriseGrilledChickenBreastSandwich,1each,1285,62.1,241.2,2097.1,115.9,65.9
4355,BuccaneerBayMenCodBites,1each,217,1.4,73.3,552,23,24.9
4356,BoraBoraHoneymoonSandwich,1each,984,50.2,174.9,2685.5,81.2,53
4357,DayBreakBurger,1each,855,60.4,387.6,1624.9,26,50.7
4358,LynchburgLemonChickenWrap,1each,583,11.2,50.9,1245.7,78.7,29
4359,NYCRoastBeefRuben,1each,562,26.7,121.7,1228.4,28.9,47.5
4360,TurkeyBleuCheeseWrap,1each,530,18.3,71.5,1024.4,50.6,39.3
4361,OrangeGingerChickenWrap,1each,466,19.5,42.4,1107,54.8,18.7
4362,SausagePeppers&OnionSandwich,1each,585,27.8,40.7,1343.2,60.2,24.1
4363,BreadPudding,1each,429,22.2,144.3,221.5,51.1,5.7
4364,Coffee,6oz,0,0,0,5.2,0,0
4365,Espresso,2oz,0,0,0,1.8,0,0
4366,CafeLatte,10oz,108,5.8,17.8,78.2,8.5,5.6
4367,CafeLatteTall,16oz,181,9.6,29.6,129.2,14.2,9.3
4368,CappuccinoSmall,10oz,145,7.7,23.7,103.7,11.4,7.5
4369,CappuccinoTall,16oz,217,11.6,35.6,156.4,17.1,11.2
4370,CafeMochaSmall,10oz,294,20.3,23.7,176.8,58.5,8.8
4371,CafeMochaTall,16oz,369,26.7,23.7,213.4,82,9.4
4372,Americano,10oz,0,0,0,8.9,0,0
4373,Americano,16oz,0,0,0,24.8,0,0
4374,ConEspressoSmall,10oz,0,0,0,8.7,0,0
4375,ConEspressoTall,16oz,0,0,0,14,0,0
4376,Caffe&Cocoa,10oz,393,16.7,0,254.8,57.7,2.4
4377,HotChocolate,6oz,365,6.1,0,324.3,72.9,2.7
4378,Caffe&Cocoa,16oz,575,19.7,0,419.5,94.2,3.7
4379,CafeAuLaitSmall,10oz,72,3.9,11.9,54.4,5.7,3.7
4380,CafeAuLaitLarge,16oz,108,5.8,17.8,83.4,8.5,5.6
4381,RoastVeggieSicilianPizza,1each,272,3.1,0,233.2,49.6,10.6
4382,FalafelWaffle,1each,289,19.7,81.2,743.6,19.9,9.4
4383,FalafelWaffleGyro,1each,637,36,108.1,1454.1,62.9,22
4384,FrenchFriesLoaded,1each,569,32.2,47.5,1628.4,52.3,17.3
4385,FrenchFries,1each,201,9.5,0,413.3,26.7,2.7
4386,"Egg,Salsa&CheddarSoftTaco",2each,625,33.4,881.8,832.4,45.8,38.9
4387,Spinach&FetaEggWhiteSoftTaco,2each,438,11.1,25.2,1105.4,47.9,36.3
4388,EggWhiteSmTurkeyJalapenoCheddarSoftTaco,2each,490,13.7,42.4,958.7,45.9,43.9
4389,PepperoniMushroomEggSoftTaco,2each,649,36.4,889.3,777.1,44.1,40.6
4390,BeefStroganoffinPastrySquares,6oz,996,47.1,222.7,376.9,90.3,49.2
4391,ChickenParmigianaHero,1each,910,53.2,104.6,1958.8,46.6,48
4392,VeganBurger,5oz,390,6.7,0,1846.6,71.4,11.1
4393,BakedBeans,4oz,197,3.1,4.6,539,34.4,6.9
4394,FriedCodfishPo'boySandwich,1each,505,19.4,60,624.1,52.1,30.6
4395,GyroFalafel,1each,580,31.5,102.8,1267.6,59.6,20.3
4396,FalafelWafflePlatter,1each,728,51.2,184,1881.2,47.5,23.7
4397,BreakfastPizzaWholeEgg&Bacon,1slice,380,17.9,203,628.9,29,23.5
4398,BreakfastPizzaw/ScrambleEgg&Bacon,1slice,364,17.1,182.6,608.9,29.1,22.3
4399,ChickenParmesan,1each,529,20.7,75.2,1204.6,47.3,42.9
4400,ScrambledEggs,4oz,127,10.4,294.1,84,0.8,8.6
4401,BelgianWaffles,1each,300,5,0,800,---,6.7
4402,BreakfastSausagePatties,4oz,242,20.3,60,535.1,0,13.9
4403,O'BrienPotatoes,4oz,98,0.4,0,549.9,22,2.2
4404,BlueberryTopping,1oz,48,0.1,0,1.3,11.7,0.1
4405,WarmMapleSyrup,1oz,69,0,0,24.3,18.2,0
4406,RaspberryTopping,1oz,41,0,0,1.1,10.6,0
4407,BreakfastSausageQuesadilla,2each,695,40.9,496.8,1101.1,44.2,39.6
4408,Hummus&Pretzels,1each,155,9.8,0,125.4,12,6.1
4409,BeefLambGyro,1each,674,36.4,65.1,1727.4,64.3,26.1
4410,ChickenGyro,1each,316,6.6,5.4,812.2,56.4,10.2
4411,VegetableGyro,1each,453,17.1,5.4,841.2,67,12
4412,FriedTofueGyro,1each,340,6.6,5.4,834,61.9,10.9
4413,FalafelGyro,1each,749,36.1,127.2,1927.6,86.2,24.3
4414,RoastEggplantGyro,1each,496,21,5.4,817.2,69.7,12.5
4415,SweetPotato&Quinoa,4oz,132,2.2,0,115.5,24.9,3.6
4416,TigerFireRoastVegetableBurritoBowl,1each,230,8.6,14.9,639,29.2,10.6
4417,TigerChickenBurritoBowl,1each,368,16.6,34.5,791.3,36.2,19.6
4418,TigerPulledPorkBurritoBowl,1each,239,9.5,14.9,661.3,29.9,10.3
4419,TigerBeefBurritoBowl,1each,309,13.9,57.4,552.8,24.8,21.6
4420,TigerPulledPorkTaco,2each,111,6.3,4.8,196.9,11.8,3
4421,TigerBeefFajitaMeat,1each,385,24.6,80.8,593,16.5,25
4422,TigerPulledPorkFajita,1each,363,23.2,59.5,708.4,20.2,19.6
4423,TigerChickenFajita,1each,414,25.9,69.3,712.3,22.2,24.1
4424,TigerFireRoastVegetableFajita,1each,366,23.2,59.5,747.1,20.9,20
4425,OmeletBarwithPorkOptions,1each,401,28.7,455.2,703,6.6,30.2
4426,CountryHomeFrieswithBacon,5oz,135,3.8,9.7,426.2,19.9,5.6
4427,BBQShrimpKabobs,1each,124,4.5,50.9,449.2,12.9,8.8
4428,RootVegetableSoup,12oz,51,1.4,0,872.2,8.9,1.2
4429,SpicyPicodeGallo,1oz,8,0.1,0,2.4,1.7,0.4
4430,SmokeyChipotleSauce,1oz,2,0.1,0,14.9,0.3,0.1
4431,CilantroLimeRice,2oz,150,0.5,0,3.3,31.9,3.6
4432,CitrusSlaw,4oz,97,5.8,0,69.4,10.7,2.1
4433,CountryHomeFries&Bacon,5oz,135,3.8,9.7,426.2,19.9,5.6
4434,PortugueseVeganVerdeSoup,12dz,170,2,0,988.1,25.1,8.2
4435,PortugueseVerdeSoupwithBacon&Ham,12dz,188,2.9,6.5,1116.7,25.4,10.4
4436,NorthCarolinaShreddedBeef,6oz,736,30.8,262.2,1696.4,21.4,90.1
4437,Fusilli&SteelheadTrout,8oz,843,19.7,59.5,359.7,123.7,38.7
4438,RoastedTurnips,4oz,67,4.8,0,230,5.9,0.9
4439,Tex-MexBeefStirFry,6oz,215,10.7,61.8,838.4,8.2,22.1
4440,SearedPotatowithCilantro,4oz,141,1.3,0,66.3,30.3,2.8
4441,Tortellini&SpicyPork,8oz,362,17.5,82.3,692.4,28.1,22.7
4442,BraisedCabbage,4oz,91,2.8,0.7,209.9,14.3,4
4443,Fusilli&FreshVegetables,10oz,639,5.4,2.1,778.4,121.5,21.8
4444,RoastPorkCalypso,6oz,345,10.5,95.7,252.7,19,41.2
4445,Artichoke&SeafoodLinguini,8oz,667,8.4,83.9,857.7,117.7,36
4446,SmotheredTurkeyWings,12oz,779,39.2,406.4,258.8,5.3,94.8
4447,TequilaLimeChicken&Pasta,10oz,254,14.4,67.7,302.2,13.6,17.8
4448,ChickenChilaquiles,6oz,501,27.4,101.7,701.5,32.8,30.9
4449,Chicken&Dumplings,8oz,173,7.2,64.4,549,7,18.9
4450,Dumplings,1each,84,2.1,49.4,181.2,13.3,3.2
4451,CajunSeafood&Pasta,10oz,739,20.9,84.2,911.3,104.4,29
4452,"GrilledChicken,Pasta&Mushrooms",10oz,462,11.9,73,786.6,57.2,29.9
4453,CharmoulaPorkLoin,6oz,281,12.8,95.7,256.8,1.7,37
4454,GreenwheatFreekeh,4oz,237,3.6,0,542.1,44.2,10
4455,"Penne,Prosciutto&Peas",10oz,676,12.6,43.2,1688.4,105.2,30.1
4456,Fusilli&LouisianaStyleChicken,10oz,780,13,85.1,880,115.5,44.3
4457,TequilaLimeChipotleChickenQuesadilla,1each,716,42.6,177.8,994.2,27.7,53.5
4458,TequilaLimeChipotleChicken,4oz,240,12.3,102.1,232.4,2.1,28.6
4459,RoastPeppers&Onions,2oz,23,0.7,0,108,3.9,0.6
4460,CajunCurlyFries,5oz,301,22.2,0,765.8,24.7,2.9
4461,JulienneTurkey,1LB,486,12.2,283.5,2916,8.1,97.2
4462,JulienneHam,1LB,486,12.2,202.5,6156,0,81
4463,SlicedCucumbers,1LB,51,0.6,0,11.6,10.5,3.4
4464,SlicedGreenPeppers,1LB,91,0.8,0,13.6,21,3.9
4465,ShreddedCarrots,1LB,186,1.1,0,313,43.5,4.2
4466,DicedTofu,1LB,230,8.6,0,0,5.7,40.2
4467,RedOnions,1LB,172,0.7,0,13.6,39.1,5.2
4468,BroccoliBuds,1LB,127,1.6,0,122.5,23.8,13.5
4469,PennePasta,1LB,425,2,0,850.4,83,14.2
4470,SlicedCelery,1LB,74,0.7,0,375.6,16.6,3.4
4471,DicedEggs,1LB,703,48.1,1691.9,562.5,5.1,57.1
4472,SlicedTomatoes,1LB,82,0.9,0,22.7,17.6,4
4473,TunaSalad,1LB,871,64.3,192.6,1805.3,0.9,72.5
4474,ChickenSalad,1LB,1406,104.7,342.4,1403.4,14.2,94.2
4475,EggSalad,1LB,1388,128.1,1489.9,1919.1,4.6,47.6
4476,SlicedHam,1LB,486,12.2,202.5,6156,0,81
4477,SlicedTurkey,1LB,486,12.2,283.5,2916,8.1,97.2
4478,SlicedRoastBeef,1LB,729,24.3,243,324,0,113.4
4479,SlicedSwissCheese,1LB,1724,126.1,417.3,870.9,24.4,122.2
4480,SlicedProvolone,1LB,1592,120.7,313,3973.5,9.7,116
4481,SlicedCheddar,1LB,1828,150.3,476.3,2816.9,5.8,112.9
4482,BlueCheeseCrumbles,1LB,1601,130.4,340.2,6327.7,10.6,97.1
4483,SlicedMushrooms,1LB,123,2.1,0,8.8,23.3,9.5
4484,CherryTomatoes,1LB,95,1.5,0,40.8,21.1,3.9
4485,SlicedRedPeppers,1LB,135,1.3,0,17.4,26.3,4.3
4486,RomaineLettuce,1LB,77,1.4,0,36.3,14.9,5.6
4487,Croutons,1LB,2268,97.2,0,5832,259.2,64.8
4488,RomanoCheese,1LB,1755,122.2,471.7,5443.2,16.5,144.2
4489,CaesarDressing,1LB,4630,507.1,0,9259.5,44.1,22
4490,SaladMix,1LB,102,0,0,51,15.3,5.1
4491,FetaCheese,1LB,1198,96.5,403.7,5062.2,18.6,64.5
4492,KalamataOlives,1LB,1691,169.1,0,7450,67.6,0
4493,ShreddedCheddar,1LB,1828,150.3,476.3,2816.9,5.8,112.9
4494,HoneyMustardDressing,1LB,4424,410.8,316,7900,158,0
4495,Chickpeas,1LB,384,7,0,488.5,62.8,20.9
4496,ThreeBeanSalad,1LB,320,0,0,1013.9,69.4,5.3
4497,MandarinOranges,1LB,292,0,0,64.8,64.8,3.2
4498,SlicedBeets,1LB,141,0.6,0,880,32.7,4.1
4499,GoldenItalianDressing,1LB,4108,442.4,0,9480,63.2,0
4500,RanchButtermilkDressing,1LB,5056,505.6,158,10428,63.2,0
4501,OrganicSpringMix,1LB,112,0,0,127.8,22.4,9.6
4502,Craisins,1LB,1474,0,0,0,374.2,0
4503,ShreddedLettuce,1Bag,318,3.2,0,226.8,67.4,20.4
4504,PizzaBowl,4each,903,6.9,0,903.2,166.7,34.7
4505,ChiliConCarne,12oz,362,16.8,68.4,658.4,26.6,28.2
4506,BurgerBarAccompaniments,1each,714,49.4,75.5,1872.9,41,25.6
4507,SauteedMushroom,2oz,31,1.5,0,216.9,3.1,2.9
4508,TacoSaladShell,1each,214,16.2,0,135.5,15.8,2.5
4509,BeefBurritoBar,1each,976,41.7,113.2,1454.1,105.6,44
4510,OmeletBarwithPorkOptions,1each,518,34.9,473.3,1138.9,16.7,35.1
4511,SpicyRedLentilswithSpinach,4oz,231,2.9,0,34.5,35.8,16.8
4512,GingerOrangeBarbecuedBeef,6oz,354,17.4,100.2,1970.8,16.2,31.6
4513,CavatelliwithVegetables,10oz,376,11.8,0,1610.9,65.5,12.3
4514,ChickenOssoBuco,6oz,172,7.8,66,472.3,9.2,15.1
4515,SausageEgg&CheeseBreakfastSandwich,1each,634,41.4,514.4,1406.8,28.6,36.9
4516,CavatelliinWhiteWineGarlicSauce,4oz,397,6.9,0,85.8,71,13
4517,BowtieswithBlackenedChicken&Andouille,8oz,255,10.9,71.7,118.3,14.7,20.5
4518,FreshCornontheCob,1each,170,6.1,15.2,901.5,24.1,7.7
4519,SmokeySlowRoastedTexMexShreddedChicken,6oz,392,18.8,170.1,309.5,3.8,47.9
4520,CilantroLimeCorn,4oz,136,1.1,0,214.6,32.6,4.3
4521,PintoBeans,2oz,105,0.6,0,418.5,19.4,6.3
4522,OleTomatilloSalsa,2oz,17,0.4,0,181.4,3.4,0.6
4523,FusilliwithTomatoBroccoliSalad,1oz,84,0.7,0.3,95.2,15.9,3
4524,AsianStyleTempehwithVegetablesSalad,1oz,49,2.5,0,462.7,2.9,4.3
4525,PastaMediterraneanSalad,1oz,82,1,0,125.6,14.8,2.7
4526,TofuwithStirFriedVegetablesSalad,1oz,20,0.6,0,248.6,2.1,1.8
4527,SouthWesternTofuwithPicodeGalloSalad,1oz,27,0.6,0,97.5,3,3
4528,CheeseTortelliniSalad,1oz,42,1.2,4.6,215.3,6.1,2
4529,TofuScampi&BroccoliRabeSalad,1oz,19,1.1,0,23.4,1.1,1.6
4530,QuinoaRoastedSalad,1oz,11,0.3,0,87.7,1.8,0.3
4531,ChicPeaSalad,1oz,55,2,10.4,135.8,4.6,5
4532,AsianSlawSalad,1oz,16,0.7,0,76,1.9,0.7
4533,"Quinua,Broccoli,SundriedTomatoSalad",1oz,21,0.5,0,65.7,3.7,0.9
4534,PastaSalad,1oz,98,4.2,0,416.4,13.1,2
4535,PadThaiRiceStickNoodleSalad,1oz,50,0.4,0,54.5,10.5,0.9
4536,ToastedBarleywithBrunoiseVegetable,1oz,80,0.9,0,59.1,17,1.5
4537,BrownRicewithCarrots&Peas,1oz,80,0.8,0,106,16.5,2
4538,BlackBean&CornSalad,1oz,50,0.3,0,70.1,9.5,2.9
4539,CornWhiteBeanSpinachSalad,1oz,23,0.2,0,85.7,4.7,1.3
4540,Corn&WhiteBean,4oz,82,0.4,0,318.7,17.6,4
4541,Tomato&CucumberSalad,1oz,16,1.2,0,69.4,1.5,0.2
4542,Tomato&MozzarellaSalad,1oz,39,2.7,9.3,101.4,0.9,2.8
4543,ChineseShreddedChicken,6oz,502,26.1,153.7,4069.1,11,51.2
4544,SpicyShrimp,6oz,442,12.9,119.3,5810.3,58.4,28.4
4545,RoastLoinofPorkPuttanesca,6oz,300,13.8,97.5,634.2,4.2,38
4546,PortobelloBurger,1each,275,6.6,4,482.8,39.7,13
4547,"RisottowithTomato,Basil&Parmesan",4oz,257,5,6.3,402.9,45.2,7
4548,OctoberfestChickenBreast,6oz,254,7,168.2,202.2,7.4,38.2
4549,RoastBabyVegetables,4oz,35,1.7,0,242.6,6.9,1.2
4550,PorkChopDinner,10oz,832,29.6,190.5,995.8,59.5,65.7
4551,GrilledChickenBreastDinner,8oz,751,22.3,192.8,564.9,53.1,76.5
4552,NewYorkStripDinner,10oz,436,23.7,84.1,219.3,16.6,39.1
4553,PastaPrimavera,4oz,370,29.5,26.7,382.8,19.4,8.2
4554,"VeganStyle""MongolianBeef""",6oz,294,9.5,0.2,602.4,18.9,33.6
4555,VeganStyleBeef&Broccoli,6oz,304,10,0.3,2445,24,30.9
4556,"VeganStyle""SzechuanChicken""",6oz,414,14.3,1,1520.4,41.5,36.1
4557,VegetarianStyleChickenParmigiana,1each,477,22.5,39.1,1609.8,27.4,42.1
4558,VegetarianStyleFilletofFish,2each,487,25.4,13.3,914.5,43,23.4
4559,VegetarianStyleRanchChickenBites,5oz,601,44.4,9.9,1120.1,15.6,27
4560,MexicanBean&CornSoup,12oz,86,0.8,0,1050.3,16.8,4.6
4561,VegetableMexicanStew,1each,132,1.1,0,259.4,20.6,3.2
4562,TofuScampi&BroccoliRabe,8oz,160,8.9,0,486.9,11,12.9
4563,ThreeBeanSoup,12oz,234,1.7,0,898.7,42.5,13.8
4564,WhiteBean&SausageSoup,12oz,121,3.7,6.9,1452.8,15.1,7.7
4565,RoastedCorn&SweetPotatoSoup,12oz,143,3.8,0,1169.2,26.3,2.3
4566,EggplantParmesan,8oz,360,19.1,35.9,1344.5,33.2,17.5
4567,CabbageSoup,12oz,49,0.7,0,1105,9.5,1.4
4568,SlicedPastrami,4oz,328,15.9,103.7,1112.4,10.9,33.8
4569,SplitPea&HamSoup,6oz,406,20.5,97.9,1136.9,20.8,33.9
4570,CheeseTortelliniwithVegetables,6oz,249,7.4,27.7,1291.9,36.3,11.8
4571,Kielbasa&Kraut,8oz,678,36.7,68.9,2730.1,63.2,23
4572,VegetablePastaSoup,12oz,205,3,0,1063.6,38.5,6.5
4573,MushroomBeefBarleySoup,12oz,236,7.4,33,944.8,30.7,12.5
4574,BeefTacoStuffedPepper,1each,521,32,117.4,1753.1,24.3,35.7
4575,ChickenPotPie,6oz,536,34.1,107.5,3050,28.9,27.8
4576,BananaPeppers,1JAR,454,3.9,0,68,105.2,19.5
4577,TigerClaw,8oz,125,14.2,0,0.4,0.5,0
4578,VeganStyleMeatballsinSauce,6oz,330,13.1,0,1221,24.2,35.4
4579,Sweet&SourMeatlessMeatballs,6oz,504,17.1,0,1164.8,60.5,34.3
4580,MeatlessMeatballsinGravy,6oz,330,12.5,0,2005.2,25.8,34.9
4581,PastawithVeganStyleItalianSausage,10oz,667,10.1,0,1376.6,111.7,27.9
4582,VeganStyleSausage&QuinoaStuffedPeppers,10oz,250,12.3,26.1,961.8,18.7,17.8
4583,VeganOrzoVegetableSoup,12oz,86,2.2,0,581.6,14.6,2.4
4584,VeganStyleItalianSausage&Peppers,8oz,386,12.6,0,1904.7,34,33.9
4585,SunriseBlendwithQuinoaFlakes,4oz,807,7.6,0,3.6,181.5,20.2
4586,AsianBar,6oz,792,49.2,58.5,2060.8,63.7,23.4
4587,Mac&CheeseBar,8oz,1352,44.9,136.8,1392.2,160.6,68.1
4588,BBQBar,8oz,821,43,202.6,1400.5,42.5,46.7
4589,PastaBar,8oz,693,36.6,106.9,1361.7,56.5,31.2
4590,GyroBAR,1each,684,25.8,10.9,1755,98.9,17.7
4591,NoodleBowl,8oz,405,10.5,57.3,2102.2,55.1,24.3
4592,BreakfastBar,10oz,570,28,202.2,1560.9,25,25.9
4593,PastaBar,8oz,860,43.5,127.9,1680.6,71.6,41.6
4594,MediterraneanStation,1each,1521,25.1,29,1303.5,294.1,48.3
4595,ScarletChickpeaHummus,2oz,279,17.4,0,242.8,22,10.9
4596,BlackBeanHummus,2oz,169,8.1,0,42.9,16.7,8.2
4597,BabaGhanoush,2oz,62,5.1,0,49.5,3.3,1.7
4598,NoodleBowl,8oz,609,13.2,39.6,5328.8,103.8,25.4
4599,Spaetzle,4oz,234,4.6,57.9,224.9,40,8.4
4600,Crepes,1each,181,4.9,61.7,20.4,28.4,5.6
4601,CrepeStation,1each,492,20.8,98.6,311.8,58.8,19.7
4602,ChickenGyroMeat,4oz,246,13.4,102.1,297.9,1,28.5
4603,ShrimpCreoleMacaroni&Cheese,4oz,860,29.3,102.3,813.1,109.2,34.5
4604,BlackBeanswithPeppers&Chorizo,8oz,1041,42.5,84.6,1790.8,110.7,55.2
4605,FajitasStation,1each,1297,50.2,79.2,2150.3,161.2,50.3
4606,HotDeliSandwichStation,1each,1130,45,136,2570,109,52.8
4607,VeganStyleProteins&VeggieStation,1each,0,0,0,1.2,0,s&Ve
4608,Polenta,1each,252,10.9,2.5,35.6,37.4,4.3
